review_text,review_rating
Potongan yang bagus,5
Barbershop keren,4
Kerja bagus dan layanan,5
Pangkas rambut terbaik di kota,4
Tempat yang bagus dan nyaman,5
Tempat favoritku..,5
Bagus,5
Tempat yang bagus untuk potong rambut,5
Tempat yang bagus,5
Bagus,4
Bagus,5
Mantap,5
Layanan cepat,4
Suasana yang lebih baik,5
Tempat pangkas favorit,5
Bagus,5
Sudah menunggu lebih dari 2 jam antri. Namun kualiatas potongan kurang sesuai. Kapster sudah berbeda. Padahal dulu hasil potongan rambutnya memuaskan.,3
"Tempat lebih bersih, menunggu lebih nyaman. full music, mas ang motong komunikatif, bisa pilih model apalagi yang mau motongin anak yg rambutnya udah gondrong , top",4
"Coolio Barbershop tempat potong yang asik tempatnya bersih, dengan pengharum ruangan, yg interiornya anak muda banget lah, ada pomade dan hair tonic jg, hasil cukur jg bagus, coba aja langsung datang dan buktikan sendiri, untuk hairstyle jg bisa konsul sama barberman yg bisa disesuaiin dg face dan jenis rambut kamu, dan tentunya mantab kaleeee... Biar tambah semangat follow ig reviewer jg di @rizalchoiril dan share, comment, like, boleh jg endorse untuk promotion your place, thanks",5
Suami saya sih cocok ,5
"Tempatnya bagus, harga hanya 30 ribu kalian akan mendapatkan treatment: potong rambut, keramas, hairdryer, vitamin rambut, pijat, dan pomade. Hasilnya juga bagus, apalagi kalau mau keramas tidak perlu pindah tempat karena hanya dibalik kursi ny, kita bisa langsung di keramasin rambut nya",5
"Gila kasar banget motongnya kek grusah grusuh, udah di bilang jangan kependekan malah di potong cepak :)",1
"Harganya 35ribu buat umum 30ribu buat pelajar. Disini juga ada creambath 30ribu, shaving dan masker wajah. Disini juga jual pomade mulai 65ribu sampe 135ribu sama vitamin rambut yang biasanya warna hijau itu 35ribu. Pelayanannya cukup ramah. Seragam crewnya kece, ada kaos gambar gambar epic pokoknya. Kebetulan punya kapster tetap disini, udah ganti kapster 2kali dan ini yang kedua karena sebelumnya pindah ke cabang lain. Udah nyaman sama kapster yang ini karena berpengalaman kayak jam terbangnya itu udah tinggi gitu, selalu nurut sama gaya rambut yang kita mau bahkan sering ganti ganti gaya tapi juga gak sungkan buat ngarahin bagus atau enggaknya. Semoga kapsternya gak pindah lagi ke cabang lainnya. Tempatnya bersih dan epic banget terutama dekorasinya cozy banget. Kadang ruangannya wangi tapi kayak wangi bayi jadi gak suka. Sofanya juga nyaman malah kadang yang nganter potong sampai ketiduran sambil duduk saking nyamannya. Fasilitasnya super lengkap. Full AC, full music, tivi kabel. Kadang sampe dingin banget terutama kalo siang siang panas bakal enak banget buat potong abis selesai potong dikeramasin airnya dingin makin seger dah. Terus musiknya biasanya muter dari Joox, Spotify atau Youtube barengan juga sama tivinya nyala jadi bakal rame banget. Ada toiletnya dan bersih. Jadi jangan lupa jaga kebersihan ya.",5
"Sering kesini. Cuman ga enaknya lama nunggu. Kasihan yang harus nunggu 4 orang ternyata yg motong 1 orang. Yaa sekitar rata"" menghabiskan waktu 20 menit sekali potong rambut",4
Pelayanan kurang ramah untuk mbak mbak kasirnya. Judes banget orangnya. Tapi untuk barber nya sangat terampil dan sangat membantu customer menyarankan model rambut yg sesuai dengan bentuk wajah dan jenis rambut. Barbernya juga cekatan. Alat2nya lumayan lengkap dan kondisi barbershop nya bersih dan nyaman. Tempat tunggu juga cukup nyaman. Harga terjangkau.,4
"Tempat bersih , pelayanan yg ramah",5
"gak sesuai sama di contoh, orangnya yang nyukur rada tua pakek topi potongannya jadinya jelek sampek gue botak",1
Sangat nyaman dan hasil cukurannya bauk,5
Tempatnya nyaman. Tapi kalo d sini kan karena harus sesuai bener bener dg keinginan cust jadi biasanya antrinya lama,5
"Hasil potong rambut yang memuaskan dari coolio ini dengan berbagai variasi model rambut bisa diminta disini, juga memiliki potongan harga untuk pelajar dan mahasiswa yang pastinya sangat menguntungkan dan sudah include keramas serta pomade atau hairtonic",5
Tempat nyaman dan pelayanan baik. Tempat parkirnya saja yang terbatas dan mepet jalan raya,3
"Terdapat harga khusus pelajar / mahasiswa yang terjangkau dan harga umum yang normal. Memiliki beberapa paket yang sepadan, dan kualitas service yang memuaskan. Terdapat membership juga !",5
"Kadang dapat yg bener motong nya . Kadang juga acak acakan.. gk fokus ke customer. Lebih banyak ngomong dan celingak celinguk .
Aku harap kedepan nya bisa lagi baik",4
"Tempatnya ber ac, ngerokok diluar, ada tv Dan music, dikasih tau antrian keberapa, parkir gratis, ada harga buat mahasiswa, member 1 tahun untuk sekarang harga member 35k perpanjangan 20k",4
"Model kayak barber lumayan besar, tapi harga masih bisa di kantong pelajar mahasiswa
Mungkin untuk barber nya kualitasnya gk sama. Makanya kadang ada antrian untuk beberapa barber tertentu",4
"Pangkas mayoritas hanya pakai unduk (mesin potong rambut), harga standar barbershop, parkir hanya cukup beberapa motor dan 1 mobil, lokasi persis disebelah Arema Store.",4
sangat kecewa sama yg motong orang nya kurus rambut di warna... Gg sesuai sama model yg diinginkan... Teknik guntingnya tdk profesional asal gunting,1
Hasil cukurnya sangat memuaskan,5
"Tidak bisa mewujudkan model potongan rambut si pelanggan. Saya habis potong di coolio ini rambut saya kaya habis potong di pinggir jalan yang 5k an. Seharusnya harga 35k dapat potongan yang istimewah, tapi disini tidak.  Karyawan yang kurang kemapuan sebaiknya di kursus dulu. Saya sangat tidak puas. Terima kasih",1
member dan recommended buat kalian yang ada di daerah mbetek dan sekitarnyaa,5
"Tolong di jaga kualitasnya, AC gak nyala, potong rambut rasa sauna, Handuk Anget kehabisan Rambut di biarkan basah padahal sudah di tawarin di keringin atau enggak dan sudah di jawab ""di keringin"". Bingung HPne.",2
"nyaman, ber ac, ada wifinya, pelayannya ramah2 dan harga cukup lumayan untuk kelas mahasiswa, hasil cukurnya sangat memuaskan",5
"Hasil potongan rambut memuaskan. Tempatnya nyaman, bersih, dan ber ac. Yang nunggu nggak bosan karena bisa liat tv kabel juga. Pelayanannya ramah. Harga nggak terlalu mahal.",5
Coolio salon adalah Salah satu barbershop favorite saya. Tempat nya sangat nyaman harga nya pun relatif murah 35K/orang. Pokoknya warga Malang bisa banget nih coba potong rambut disini,5
"Nyaman, barber ramah",5
"Selalu puas, dan jangan lupa beli vitamin rambut disini, sangat recommended rambut jadi halus wangi dan lebat hanya dengan 20rb saja",5
Antrian cukup panjang namun pelayanan sangat memuaskan. Ada harga khusus untuk mahasiswa,4
"Hasilnya memuaskan, harga pas di kantong",5
"Puas sama hasilnya, bersih dan nyaman, kang barbernya ramah",5
"Kualitas barber tidak sama, kebetulan dapat  yg grasa-grusu, tidak bersih (rambut masuk2 ke baju)",1
"Harga terjangkau, hasilnya sangat bagus sangat puas, pelayanan oke, barbernya ramah2, reccomended banget buat cobain potong rambut disini",5
Pelayanannya mantul....dan tenaga cukurnya profesional....lokasinya gampang ..pinggir jalan,5
"Bagus untuk haircutnya ,harga 55.000 masker wajah dan haircut",5
"rapih hasilnya, adem tempatnya, kritiknya cuma di barbernya, mungkin sedikit lebih cepat pas proses pangkasnya, agar mengurangi antrian panjang..",4
"Ruang tunggu nyaman, letak dipinggir jalan Raya yang lumayan strategis, pelayanan memuaskan, pegawai (karyawan) rapi dan ramah.",4
"Tempat bagus dan nyaman, hasilnya juga bagus,, ada tempat duduk buat yg antri atau yg lagi nunggu",5
"Barber nya ramah, tempat nyaman disediakan tempat duduk di dalam, ada harga mahasiswa nya lohh",5
"Pelayanannya bagus, pegawai yang ramah, dan hasilnya memuaskan",5
Pangkas rambut yang nyaman dan ekonomis,5
"Enak masnya ramah, tempat tunggunya ada yg bisa untuk merokok",5
Abis potong rambut td siang,4
"Tempatnya nyaman, pelayanan nya bagus, wifi nya kenceng, kamar mandinya juga bersih..",5
Mantap,5
"Langganan sih, terutama di betek
Keren, dan rapi",5
Lokasi strategis nyaman dan fasilitas lengkap. Full AC free Wifi,5
"Pelayanan cepat, ruangan wangi, ada wifi dan TV. Hasil potongan rambut sangat detil.",5
"Hair cutnya rapi, hair stylenya jga epic. Nice:)",5
"Pengen potong rambut khusus nya pria, disini tempatnya. Harganya murah dan terjangkau.",4
"Pelayanannya OK, potongan sesuai permintaan, plus keramas dan pijat",4
Tempat nyaman harga pas mantap,4
"Coolio yang gak rollingan barbernya karena franchise, bukan cabang .",4
"Pelayanan baik, ramah, hasil potong bagus",5
Tmpat nya aman dan nyaman dan hrga nya terjangkau,5
Tempat potong yang enak pelayanan dan suasana,4
Tempat tunggunya nyaman.cuma parkir untuk mobil sangat terbatas,5
"Hasil potongannya memuaskan, pelayanannya jg baik",5
"Batber shop langganan, banyak mahasiswa potong di sini. Ada kartu langganan",4
Cukurnya rapi dah harga bersahabat dengan mahasiswa,5
Tempatnya nyaman dan pegawainya ramah,5
mantab. bener2 ganteng bergaransi!,5
Tempat bersih pelayanan memuaskan,5
"Bagus,indah,bersih,sejuk pokok nya jempol 10",5
Hasil memuaskan harga mahasiswa,5
Salah satu tempat potong rambut terbaik,5
"Tempat bersih dan nyaman, harganya terjangkau.",5
"Bersih, Nyaman, Harga Terjangkau, Pelayanan Ramah",5
seperti barber pada umumnya,4
Pemiliknya sangat ramah,5
Asyikkk...pokoknya...,5
Tempatnya nyaman,5
Hasil potongannya mantap,5
Aku pelanggan tetap lho!,5
Bersih dan nyaman,5
Hasilnya sesuai keinginan,5
Kualitasnya mantap,5
Langganan suamik potong rambut,5
Pelayanannya kurang baik,3
"Mantap,rapihh,bersih,",5
Parkir tepi jalan,3
"Orangnya ramah, dan tanggap",5
mantappp,5
Mantab,5
Nyaman ramah,5
"Murah tapi tidak murahan, good",5
Sippp ini tempat,5
cakep hasilnya,5
Bagus,5
Profesional dan cepat,5
Bagusss,4
Mantul,5
Ganteng Bergaransi,5
potong rambut andalan,5
Mayan,4
Apakah buka jam segini? jam setengah 1 pagi ini tutupnya rapat,1
itu potongan rambut yang bagus dan bersih,4
tempat yang bagus,5
Pangkas langganan saya di Malang sampai tahun terakhir saya. Sangat direkomendasikan karena Anda dapat menanyakan gaya mana yang cocok untuk Anda dan Anda akan mendapatkan hak istimewa untuk siswa dan anggota,5
Bagus,5
Cukup baik,5
Bagus,4
Tempat pangkas rambut yang bagus di kota,5
LIHAT PIC. MEREKA GUNAKAN HONGDAE UNTUK WASH KEPALA ANDA.,2
JOS POKOK E WES,5
Ntaps,4
"tukang cukur langganan, lah atas",5
Bagus untuk anggaran dan gaya yang bagus,5
menyukainya,5
"Tempat yang bagus, potongan yang bagus",5
bagus,5
pangkas rambut terbaik di kota,5
Oke,5
Mantap,5
Oke,5
Tempat asik dengan barbershop,5
Tempat yang bagus,5
tempat pangkas rambut yang bagus,5
Keahlian yang bagus,5
Barbershop profesional,5
"Hasil potongan bagus sesuai request. Harga start 30k smpe 50 k tergantung tinggal pilih aja orang nya. Service juga ok, maa nya ramah2",5
"tempatnya tidak terlalu besar, cukup panas. tetapi untuk pelayanan sangat oke. barbernya ramah dan bisa menyesuaikan potong rambut yang di inginkan. bisa keramas juga. harga tergantung dengen hairdresser.",4
Tempat yang bagus untuk potong rambut. Cocok untuk pria. Lengkap dengan layanan hairwash (keramas/cuci rambut). Harga terjangkau dengan beberapa varian level. Lokasi strategis di pinggir jalan.,4
"Tukang pangkas rambutnya motongnya ngasal, motong rambutnya ga secara detail, cepat banget selesainya, ga diberikan edukasi dulu pada saat memilih gaya rambut apakah cocok apa engga, ga sesuai dengan harga yang di berikan",1
"Sepertinya saya yg berekspektasi terlalu tinggi, yg katanya ""barber"" dg harga cukur 30K, dari cara motongnya udah keliatan barberman kurang profesional, sangat kecewa dg hasilnya, pertama & terakhir potong disini.",1
"Tidak tau model potong rambut, ngasal potong, buru2, kurang rapi, padahal yang harga 45 ribu",1
"Barbershop yang oke dari segi harga, fasilitas dan hasil cukurnya. Ada fasiltas ruang tunggu yang cukup luas dan juga ada wifi gratis di sini dan juga ada tv. Cctv juga disediakan jadi keamanan terjaga. Harga juga relatif murah, mulai 25rb kamu sudah bisa dapet paket lengkap hehe. Barber juga tergolong cukup, jadi antri tidak perlu menunggu terlalu lama. Lokasi mudah dijangkau, sayangnya untuk area parkir terbatas.",4
Overall okey.,4
Mantap yang gak pernah potong rambut kesini ma bakal nyesel ni,5
"Cepet potongnya, gak antri2 bgt",5
"Tidak ada air, harga rp35.000 terlalu mahal untuk haircut yang biasa saja. Tidak sampai 10 menit sudah selesai no recommended",1
"Vintage banget tempatnya, dan banyak pilihan",5
Rada lama banget pelayanannya. Tempat tunggu dan parkirnya kurang syip,3
"Ramaah, harga bervariasi sesuai dengan pengalaman pekerjanya (25-45K). Hasil memuaskan",5
"Harga 35k hasil setara sama pangkas rambut harga 10k, pangkas buru2 , cuci gak bersih, selesai cuci udh d keringin aja tnpa ada styling. Team juga gak ramah.",1
"Baru pertama kali saya datang ke captain karena rekomendasi teman. Katanya si bagus, ya dari segi tempat memang layak. Tapi pelayanan hari ini sangat mengecewakan. yang biasanya saya potong rambut hampir 45 menit. tapi sekelas Captain dengan barberman  yang tidak  profesiona memotong rambut dengan asal-asalan . tidak presisi tidak berbentuk sama sekali.untuk harga 35K tapi hasil yang didapat nihil bahkan saya rasa bukan BARBER tapi PANGKAS ,kurangnya sikap profesionalisme dalam bekerja membuat potong disini kurang puas . saya harap kejadian ini dapat di minimalisir  semoga jauh lebih baik lagi. T",2
Potong ter bagus dgn harga murah. Piliham harga ad yang 40k dan 25k (update tanggal 13/02/2019),5
"Barbershopnya tempatnya udah bagus, nyaman dan ber AC, pokoknya klo masalah tempat udah oke lah Tapi saya mau kritik sedikit tentang barbernya. Awal mula saya kesini waktu hari Rabu/Kamis siang saya pesen yang 25k, minta two block tapi barber nya motong nya kyk buru"" gitu, dan hasilnya poni kependekan malah jadi kyk org culun. Trs yg kedua sy kesini hari Minggu Sore pesen 25k dpt barber yang mantep, suka ngajak ngobrol, edukasi tentang rambut, dan motong nya nyantai gak buru buru. Sy minta comma hair dan hasilnya memuaskan, klo bisa naikin harganya jgn 25k. Trs yang ketiga sy kesini hari Rabu siang dpt barber yg kyk pertama, motongnya juga buru buru, aku minta side part rambutku hancur. Udah gabisa disisir gr"" kependekan, rambut belakang jigrak, Hair line salah. Padahal barbernya udh bilang klo rambutku lurus dan klo kependekan bakal susah diatur. Jadi ragu mau kesini lagi... Terimakasih dan mohon maaf atas kritik saya",3
"Bagus tempatnya bersih, servis nya juga oke",5
Barber shop yang terjangkau dikantong.... tempatnya nyaman cuma free wifi tapi passwordnya ga ditulis. Tempat tunggunya ada gitar jadi enak,4
Kita selalu cocok dengan potongan rambutnya dan barber nya ramah,5
"Barbershop langganan waktu jaman sma sekitar taun 2014-2016. Dulu sih bagus, selalu potong sama mas ronnie kalo ga mas verdy. Trus beberapa taun yg lalu dapet info kalo barber pilihan saya di salon ternama kota malang di cabang matos udh pindah jd barber disini, namanya mas herman. Kapan2 insyaAllah mampir kesini lagi deh hehe",5
"Bagus potongannya, baik pelayannya",5
"Nice cut, cuman langganan ane disini udah keluar stylistnya. Jadi coba beberapa stylist lainnya g cocok ama hasil potongannya, jadi g balik sini lagi. Tempatnya cukup kecil dan ruang tunggunya ada sofa yg cuman muat 3 org saja, ada sofa diluar but not so comfy, but not bad. Tempatnya g ber-ac, but engga panas juga kok, kecuali pas lampu mati lo ya, panas banged. Parkir nya susah kalau bawa mobil, banyak larangaj dilarang parkir di sebelah2nya, motorpun juga agak bahaya parkirnya soalnya di pinggir jalan persis g ada halaman buat parkir.",3
"Pernah 1x potong disini, udah lama ada 2thn lebih waktu tarip masih 25rb. Kurang memuaskan sih, mungkin kebetulan pas dapat barber anyaran. Pengen model (ta tunjukin foto waktu merit), agak kurang yakin sih mas e barber😊. Tapi mungkin juga fotonya kurang bisa nunjukin model dengan detil..its oklah..terus tingkatkan pelayanan dan skill barbernya yah..",3
"Potong rambut dengan harga 35 standart ti motongnya cuman 5 menit dan bener"" gaaturan jadinya rambut gue",1
"Disini hairstylistnya nggak abal2 dan friendly banget, Price mulai 25k, 35k, dan 45k ... Semua tergantung stylishnya, Dan nggak bikin kantong jebul buat sekelas barbershop",5
"Pas dapat barberman yg hasil potongannya gak sesuai yg diinginakan dan kurang ramah. Contohnya gini : yg potong ini suamiku Pas dipotong emng cepet bgt, terkesan terburu2, terus juga pas suamiku bilang ""mas kurang begini"" , tapi barbermennya bilang ""lebih bagus kayak gini aja mas"" ...terus saja begitu jawabnya,  lah masalahnya yg diharapkan suamiku gak sama kayak permintaan, ya sudah jadinya suamiku yg ngalah. Minta tolong diperbaiki pelayanan nya.",2
"Mengecewakan, ganyaman tempatnya",1
Nice pelayanan dewasa maupun anak anak..tlaten rapi dan stylist,5
Pelayanan cepat memuaskan,4
"Pelayanan nya oke banget, udh termasuk menjadi pilihan utama pas mau potong rambut",5
Good... Cepet tapi,5
"dapat barbermannya yg ga niat potong, kesannya buru-buru, ga bisa komunikasi, ga detail dan ga rapi dan ga paham undercut nol. kalau barbershop langganan ga tutup hari ini ga bakal kesini deh, dan hasilnya memang mengecewakan. *two thumbs down",1
"Bisa milih harga 25, 35, dan 45",5
"Potongannya tidak memuaskan cara motongnya ngasal, gak presisi,barbershop terjelek yang pernah saya kunjungi",1
"Pelayanan baik,harga terjangkau,cocok buat anak muda yang mau potong rambut.Best",5
Barber payah. Minta two block malah jelek bgt. Kependekan lg motongnya. Barbershop terburuk yg pernah gw kunjungi,1
bisa milih harga 25/35/40 kalo pgn ga antri ya yg mehel lah yaa..,5
"Salah satu tempat cukur rambut favourit di malang. Selain tempat nya keren , servicenya juga ok. Wajar kalo antri .",5
"Barbershop dengan pelayanan yang baik. Masalah style cukuran ga bisa menilai, karena saya selalu potong gundul.",5
oke bgt,5
"Orangnya gak paham potong undercut gmn, yang sebrlah kanan dibikin tipis",1
"Sangat ramah dengan tempat yang nyaman. Pelayanan cepat dan tidak terasa sempit, padahal memang kecil.",5
Pelayanan ramah n memuaskan top wes,5
Tempat cukur rambut yg bagus.. dgn model dan gaya masa kini.. atau sesuai dengan keinginan anda,5
Nyaman n oke bgt,5
"Tempat potong yang mantab,boleh dicoba",5
"Kebetulan lewat, mampir bentar ,, eh rame, pelayannya ramah, potongannya keren, tempatnya juga bersih , good👍😊",5
Potong agak pendek...boljug,4
Ramah dan bagus dan harga terjangkau . Tempat nya juga vintage gitu deh,4
Pelayanan yang ramah dengan harga minimal serta pegawai yang update style terbaru,4
"pelayanan nya memuaskan, hasil nya juga keren
ga bgtu mahal juga",5
"Keren,rapi wangi tempatnya. yg motong juga rapi"" hasil nya juga bagus boleh di coba",5
Hasil potongnya memuaskan + tukang potongnya ramah pula,5
Kependekan dikit dari yang di contohkan pas kemarin potong. But so far so good,4
"Pelayanannya baik, harga menengah, skill macam newbie",5
"Barber terbaik, orangnya ramah dan menyenangkan dan hasilnya memuaskan",5
Mas ferdy the best barberman disini.. coba aja kalo gak percaya..,5
"Memuaskan dan rekomended, dan org nya juga care bgt",5
"Sudah langganan cocok sm mas gilang, mantap",5
Lumayan nyaman..parkiran aja yg kurang luas,4
"mantab pelayanannya joss ,",5
Selalu menjadi andalan tempat potong rambut tiap bulan,5
mantap,5
Banyak yg vapor an... Padahal saya tidak suka asap,4
langganan sejak smk,5
"Langganan doi as pangkas rambut
Baik, ramah cepat",5
Unik juga 🙂👌🏾 harga bervariasi..,5
tempatnya nyaman dan potongannya mbois sekali,5
Potongannya rapih sesuai permintaan sampai cocok,5
"Orangnya ramah, talkative",5
"pelayanannya ramah, hasilnya bagus",5
Mau potong rambut ya disini tempatnya.,5
Hasil potongnya bagus dan rapi,5
Terbaik joss,5
Sangat profesional dalam pelayanan .,5
Pelayanan bagus tidak tdk mengecewakan,5
"Pelayanan cepat, pegawai ramah dan baik",5
Hasilnya memuaskan,5
Keluar dari captains barbershop dijamin keren,5
"Bagus, tp mahal",5
pelayanan yg tidak memuaskan,1
Tempat cukur nya bagus,5
Bagus potongannya,5
Tempat berpotong rambut riA asoy,4
Memuaskan,5
Coba lah,5
Bagus cutting nyah,4
Haircut berkelas & good place,5
Puas,5
Kesannya gak niat motong,2
Harga mahal hasil ajur,1
Hasil potongnya bagus,4
Langganan,5
Barberman asyik gila...,5
Murah,5
Barber memuaskan,4
Bagus,5
Suka,5
Responsif,5
Mantap,5
nyaman dan profesional,5
Nyaman,5
Potong rambut stylish,5
favorit barbershop,5
Barbershop Andalanku,5
Ini adalah tempat pangkas rambut kecil dan agak gelap bahkan di sore hari. Itu juga bersih dan dilengkapi dengan baik. Tukang cukurnya sangat baik dan berpengalaman. Saya berharap mereka dapat meningkatkan mencuci dan mengeringkan rambut pelanggan. Ada begitu banyak rambut kecil di leher dan di belakang telinga saya. Pria itu juga tidak mengeringkan rambutku sepenuhnya.,4
"Tempatnya nyaman, tukang cukurnya sangat ramah",5
"Jika Anda berada di kota malang dan Anda perlu potong rambut untuk pria, Anda harus mencoba captain barbershop potongan rambut dan gaya rambut itu luar biasa dan luar biasa",5
Bagus,5
Top,5
jossss,5
"Layanan cepat tetapi dengan potongan kualitas yang baik. Harga ok, para staf bagus tapi sedikit tidak terkoordinasi",4
Saya sudah di sini sekitar 3 kali dan tidak pernah kecewa,5
Tempat di mana Anda bisa mendapatkan pengalaman memotong rambut yang luar biasa !!!!,5
Pangkas rambut terbaik. Layanan sangat baik dengan harga bagus.,5
tukang cukur yang ramah!,4
Cukup bagus,5
Toko tukang cukur favorit saya di malang,3
Mantap ,5
Bagus,5
Bagus,5
pelayanan yang baik,3
Mantap,4
Tukang cukur yang bagus,5
Langganan saya,5
Pangkas profesional,5
